name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
JIMS Fitness - Heist-op-den-Berg,"['Dance', 'Fitness', 'Relaxation']",False,"['Premium', 'Max']",Premium,Heist-op-den-Berg,Kattestraat 51 B,https://urbansportsclub.com//en/venues/jims-heist-op-den-berg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - Heist-op-den-Berg', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2220', 'streetAddress': 'Kattestraat 51 B'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.0749283', 'longitude': '4.7176082'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_qgvaxs79zzoiufamzoxv_1773321683531614.png?generation=1773321683669036&amp;alt=media'}",51.0749283,4.7176082,
JIMS Fitness - JIMS Berchem,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Berchem,Mechelsesteenweg 279,https://urbansportsclub.com//en/venues/jims-fitness-jims-berchem,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Berchem', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2018', 'streetAddress': 'Mechelsesteenweg 279'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1998184', 'longitude': '4.4147993'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_tegycy0hkejllmmvkxsd_1772804045684095.png?generation=1772804045783550&amp;alt=media'}",51.1998184,4.4147993,
JIMS Fitness - JIMS Beveren,"['Dance', 'Fitness', 'Indoor Cycling', 'Relaxation']",False,"['Premium', 'Max']",Premium,Beveren-Waas,Peter Benoitlaan 81,https://urbansportsclub.com//en/venues/jims-fitness-jims-beveren,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Beveren', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '9120', 'streetAddress': 'Peter Benoitlaan 81'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2083202', 'longitude': '4.2373411'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_vs3gfaix9iofckhp919z_1772804144543411.png?generation=1772804144686430&amp;alt=media'}",51.2083202,4.2373411,
JIMS Fitness - JIMS Booischot,"['Crosstraining', 'Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Booischot,Kloosterveldstraat 9,https://urbansportsclub.com//en/venues/jims-fitness-jims-booischot,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Booischot', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2221', 'streetAddress': 'Kloosterveldstraat 9'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.0437025', 'longitude': '4.7648801'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_zb3yqfvkd6ofal4jtsow_177280439685898.png?generation=1772804396181969&amp;alt=media'}",51.0437025,4.7648801,
JIMS Fitness - JIMS Ekeren,"['Fitness', 'Indoor Cycling', 'Pilates']",False,"['Premium', 'Max']",Premium,Ekeren,Ekersesteenweg 4,https://urbansportsclub.com//en/venues/jims-fitness-jims-ekeren,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Ekeren', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2180', 'streetAddress': 'Ekersesteenweg 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2725714', 'longitude': '4.4164231'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_acoovmsdd4ta8arlklbw_1772805238607934.png?generation=1772805238793674&amp;alt=media'}",51.2725714,4.4164231,
JIMS Fitness - JIMS Geel,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Geel,Pas 105,https://urbansportsclub.com//en/venues/jms-fitness-jims-geel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Geel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2440', 'streetAddress': 'Pas 105'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1587807', 'longitude': '4.9886574'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_swcjtzyvmfqqersjncge_1772805571666629.png?generation=1772805571781924&amp;alt=media'}",51.1587807,4.9886574,
JIMS Fitness - JIMS Herselt,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates']",False,"['Premium', 'Max']",Premium,Herselt,Asbroek 1b,https://urbansportsclub.com//en/venues/jims-fitness-jims-herselt,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Herselt', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2230', 'streetAddress': 'Asbroek 1b'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.059418', 'longitude': '4.880372'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_fwf0jklytaecir3csarn_1773321960499880.png?generation=1773321960655453&amp;alt=media'}",51.059418,4.880372,
JIMS Fitness - JIMS Hoogstraten,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Hoogstraten,Vrijheid 94,https://urbansportsclub.com//en/venues/jims-fitness-jims-hoogstraten,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Hoogstraten', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2320', 'streetAddress': 'Vrijheid 94'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.4042317', 'longitude': '4.762334'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_a9j98hgzitj872ska0rb_1773395750662759.png?generation=1773395750823164&amp;alt=media'}",51.4042317,4.762334,
JIMS Fitness - JIMS Kapellen,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Kapellen,Eikendreef 5,https://urbansportsclub.com//en/venues/jims-fitness-jims-kapellen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Kapellen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2950', 'streetAddress': 'Eikendreef 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.3117838', 'longitude': '4.4270664'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_w7onnvfn4gcu7yze8s6j_1773395311101209.png?generation=1773395311232035&amp;alt=media'}",51.3117838,4.4270664,
JIMS Fitness - JIMS Laakdal,"['Dance', 'Fitness']",False,"['Premium', 'Max']",Premium,Laakdal,Meir 9,https://urbansportsclub.com//en/venues/jims-fitness-jims-laakdal,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Laakdal', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2430', 'streetAddress': 'Meir 9'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.102583', 'longitude': '4.9993965'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_ysonx3dikps11g5mobpl_1773398739512003.png?generation=1773398739677553&amp;alt=media'}",51.102583,4.9993965,
JIMS Fitness - JIMS Lier Mol,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates']",False,"['Premium', 'Max']",Premium,Lier,Aarschotsesteenweg 6,https://urbansportsclub.com//en/venues/jims-fitness-jims-lier-mol,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Lier Mol', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2500', 'streetAddress': 'Aarschotsesteenweg 6'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1240092', 'longitude': '4.576321'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_xv86tb3woztefwnf1tca_1773411160372314.png?generation=1773411160528444&amp;alt=media'}",51.1240092,4.576321,
JIMS Fitness - JIMS Lier Sas,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation', 'Running']",False,"['Premium', 'Max']",Premium,Lier,Mechelsesteenweg 380,https://urbansportsclub.com//en/venues/jims-fitness-jims-lier-sas,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Lier Sas', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2500', 'streetAddress': 'Mechelsesteenweg 380'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1099842', 'longitude': '4.5255918'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_ljz7mhomj9pijzrpmrzy_177341134372613.png?generation=1773411343338293&amp;alt=media'}",51.1099842,4.5255918,
JIMS Fitness - JIMS Lommel,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Lommel,Lutlommel 103/A,https://urbansportsclub.com//en/venues/jims-fitness-jims-lommel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Lommel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '3920', 'streetAddress': 'Lutlommel 103/A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2321676', 'longitude': '5.3435535'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_vbvefx57vpuajy4tuhlj_1773411679355396.png?generation=1773411679515407&amp;alt=media'}",51.2321676,5.3435535,
JIMS Fitness - JIMS Maaseik,"['Bootcamp', 'Dance', 'Fitness', 'Indoor Cycling', 'Pilates']",False,"['Premium', 'Max']",Premium,Maaseik,21 bus 2 Kloosterbempden,https://urbansportsclub.com//en/venues/jims-fitness-jims-maaseik,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Maaseik', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '3680', 'streetAddress': '21 bus 2 Kloosterbempden '}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.0928669', 'longitude': '5.7915458'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_ccacl5kavq7bsdkc4bv8_1773673641493609.png?generation=1773673641678950&amp;alt=media'}",51.0928669,5.7915458,
JIMS Fitness - JIMS Mechelen,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates']",False,"['Premium', 'Max']",Premium,Malines,Oscar van Kesbeeckstraat 17,https://urbansportsclub.com//en/venues/jims-fitness-jims-mechelen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Mechelen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2800', 'streetAddress': 'Oscar van Kesbeeckstraat 17'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.0353288', 'longitude': '4.4722757'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_ptlmgwadw0u1t6o1nig5_1773924062243532.png?generation=1773924062346802&amp;alt=media'}",51.0353288,4.4722757,
JIMS Fitness - JIMS Meerhout,"['Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Meerhout,Olmsebaan 216,https://urbansportsclub.com//en/venues/jims-fitness-jims-meerhout,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Meerhout', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2450', 'streetAddress': 'Olmsebaan 216'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1296819', 'longitude': '5.109456'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_km9ge3xgx15tiwrxag0t_1773924391814562.png?generation=1773924391937557&amp;alt=media'}",51.1296819,5.109456,
JIMS Fitness - JIMS Nijlen,"['Dance', 'Fitness', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Nijlen,Statiestraat 3b,https://urbansportsclub.com//en/venues/jims-fitness-jims-nijlen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Nijlen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2560', 'streetAddress': 'Statiestraat 3b'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1601528', 'longitude': '4.668042'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_p1xa2hu4vg68l8hwcgqr_1773928582310641.png?generation=1773928582445800&amp;alt=media'}",51.1601528,4.668042,
JIMS Fitness - JIMS Paal,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Paal,Diestersesteenweg 71,https://urbansportsclub.com//en/venues/jims-fitness-jims-paal,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Paal', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '3583', 'streetAddress': 'Diestersesteenweg 71'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.035324', 'longitude': '5.166189'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_iufshxv6nhtthbs3vico_1773929527322606.png?generation=1773929527533924&amp;alt=media'}",51.035324,5.166189,
JIMS Fitness - JIMS Schilde,"['Bootcamp', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Schilde,Turnhoutsebaan 350,https://urbansportsclub.com//en/venues/jims-fitness-jims-schilde,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Schilde', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2970', 'streetAddress': 'Turnhoutsebaan 350'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.241825', 'longitude': '4.586258'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_z6ffdwfkpmwgrh3tgyzt_1773929802860143.png?generation=1773929803031899&amp;alt=media'}",51.241825,4.586258,
JIMS Fitness - JIMS Schoten,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Schoten,Zaatstraat 5,https://urbansportsclub.com//en/venues/jims-fitness-jims-schoten,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Schoten', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2900', 'streetAddress': 'Zaatstraat 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2537442', 'longitude': '4.5072528'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_gujpwbhwylhpu3ihbp5d_1773930093248672.png?generation=1773930093418833&amp;alt=media'}",51.2537442,4.5072528,
JIMS Fitness - JIMS Sint-Niklaas,"['Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Sint-Niklaas,Entrepotstraat 16,https://urbansportsclub.com//en/venues/jims-fitness-jims-sint-niklaas,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Fitness - JIMS Sint-Niklaas', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '9100', 'streetAddress': 'Entrepotstraat 16'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1758689', 'longitude': '4.1688958'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_sx09kvhwgqjf54yjimnf_1773930467354653.png?generation=1773930467524708&amp;alt=media'}",51.1758689,4.1688958,
