name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Balanzs Oudegracht,"['Barre', 'Fitness', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Oudegracht 387,https://urbansportsclub.com//en/venues/balanzs-utrecht-nl,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Balanzs Oudegracht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 PG', 'streetAddress': 'Oudegracht 387'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0832613', 'longitude': '5.1225251'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_wum0zu3jv7k8locsweuu_1727165259407563.png?generation=1727165259491170&amp;alt=media'}",52.0832613,5.1225251,
ALL INN Squash,['Squash'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Vlampijpstraat 79,https://urbansportsclub.com//en/venues/all-inn-squash,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ALL INN Squash', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3534 AR', 'streetAddress': 'Vlampijpstraat 79'}, 'telephone': '+44 302422800', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1044942', 'longitude': '5.0854245'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_900x506_yl5q0ztjjjvhxe7tslf5_1727343516768209.png?generation=1727343516828634&amp;alt=media'}",52.1044942,5.0854245,
Stichting Body Mind Soul Lifestyle,['Bootcamp'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Heycopplein 5,https://urbansportsclub.com//en/venues/body-mind-soul-lifestyle,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Stichting Body Mind Soul Lifestyle', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3521 EX', 'streetAddress': 'Heycopplein 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0794814', 'longitude': '5.1119716'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_zqkw0nuoligqu1wvdahj_1728036611228655.png?generation=1728036611299665&amp;alt=media'}",52.0794814,5.1119716,
The Colosseum Gym,"['Boxing Sports', 'Fitness', 'Mixed Martial Arts']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Labradordreef 10,https://urbansportsclub.com//en/venues/the-colosseum-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'The Colosseum Gym', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3565 AN', 'streetAddress': 'Labradordreef 10'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1296062', 'longitude': '5.0862208'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_768x431_n4lpxki6ucb2dcknzmq4_1727350172324862.png?generation=1727350172422961&amp;alt=media'}",52.1296062,5.0862208,
Allround Gym,['Boxing Sports'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Kapelweg 4,https://urbansportsclub.com//en/venues/allround-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Allround Gym', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3732 GS', 'streetAddress': 'Kapelweg 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1040973', 'longitude': '5.1838163'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_w6t0w7ufdnmhm4qjliqw_1728913794333960.png?generation=1728913794390679&amp;alt=media'}",52.1040973,5.1838163,
Boksclub Verbon Utrecht,"['Boxing Sports', 'Mixed Martial Arts']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Willem Arntszkade 5,https://urbansportsclub.com//en/venues/boksclub-verbon-utrecht,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Boksclub Verbon Utrecht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3515 AG', 'streetAddress': 'Willem Arntszkade 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1007343', 'longitude': '5.1183979'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_luz66x6uqfr1p0vboms5_1728051279801109.png?generation=1728051279893407&amp;alt=media'}",52.1007343,5.1183979,
De Workout Oudegracht,"['Fitness', 'Indoor Cycling']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Oudegracht 41,https://urbansportsclub.com//en/venues/de-workout-oudegracht,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'De Workout Oudegracht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 AC', 'streetAddress': 'Oudegracht 41'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.095086', 'longitude': '5.1162601'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_xk4cs3mqzwashoocjjix_172744115135716.png?generation=1727441151122487&amp;alt=media'}",52.095086,5.1162601,
TrainMore Stationsplein,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Stationsplein 28,https://urbansportsclub.com//en/venues/trainmore-stationsplein,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'TrainMore Stationsplein', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 ED', 'streetAddress': 'Stationsplein 28'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0908739', 'longitude': '5.1104974'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_tsflszqdjpllwyuiccnb_1726672774967213.png?generation=1726672775065218&amp;alt=media'}",52.0908739,5.1104974,
Yoga Moves Studio HOT Central,"['Relaxation', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Servaasbolwerk 15,https://urbansportsclub.com//en/venues/yoga-moves-central-hot-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Moves Studio HOT Central', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3512 NK', 'streetAddress': 'Servaasbolwerk 15'}, 'telephone': '+44 630326059', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.086641', 'longitude': '5.1280186'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_oirmzhbtrq3bveptbn4y_1729690985402214.png?generation=1729690985493493&amp;alt=media'}",52.086641,5.1280186,
KICKTHIS,['Mixed Martial Arts'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Vleuten-De Meern,Strijkviertel 35J,https://urbansportsclub.com//en/venues/kickthis,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'KICKTHIS', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3454 PJ', 'streetAddress': 'Strijkviertel 35J'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0779031', 'longitude': '5.0553699'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_mlmq4zrsbufbcdlrzfvm_1727439074983870.png?generation=1727439075080768&amp;alt=media'}",52.0779031,5.0553699,
BASE for Stability - Tuinwijk,"['Barre', 'Bootcamp', 'Fitness', 'Meditation', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,P.C. Borstraat 13,https://urbansportsclub.com//en/venues/base-for-stability-tuinwijk-2,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BASE for Stability - Tuinwijk', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3515 XW', 'streetAddress': 'P.C. Borstraat 13'}, 'telephone': '+44 612563612', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1045618', 'longitude': '5.1220138'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_lf44vw7gq6acx12kice2_1731506902408021.png?generation=1731506902459734&amp;alt=media'}",52.1045618,5.1220138,
Casca Dura Academy,"['Capoeira', 'Mixed Martial Arts']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Ina Boudier-Bakkerlaan 7,https://urbansportsclub.com//en/venues/casca-dura-academy,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Casca Dura Academy', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3582', 'streetAddress': 'Ina Boudier-Bakkerlaan 7'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0824073', 'longitude': '5.1329692'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1678x944_bjnqmw3v075esmjtacbp_1727784697284536.png?generation=1727784697410395&amp;alt=media'}",52.0824073,5.1329692,
Herenstraat 33 - loc. Herenstraat,"['Bootcamp', 'Fitness', 'Indoor Cycling', 'Pilates', 'Pilates Reformer', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Herenstraat 33,https://urbansportsclub.com//en/venues/loc-herenstraat,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Herenstraat 33 - loc. Herenstraat', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3512 KB', 'streetAddress': 'Herenstraat 33'}, 'telephone': '+44 302328053', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0896306', 'longitude': '5.1265518'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_vlaewe4dyt61bzppz8av_1727510871370507.png?generation=1727510871459447&amp;alt=media'}",52.0896306,5.1265518,
Yoga Point Oudegracht,"['Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Oudegracht 44,https://urbansportsclub.com//en/venues/yoga-point-oudegracht,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Point Oudegracht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 AR', 'streetAddress': 'Oudegracht 44'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0951917', 'longitude': '5.1170958'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_768x432_rpq6tyca0mw4sumwt05u_1726667502179577.png?generation=1726667502266089&amp;alt=media'}",52.0951917,5.1170958,
Yoga Moves Studio ONE,"['Pilates', 'Relaxation', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,St. Janshovenstraat 1,https://urbansportsclub.com//en/venues/yoga-moves-one-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': ' Yoga Moves Studio ONE', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3572RA', 'streetAddress': 'St. Janshovenstraat 1'}, 'telephone': '+44 630326059', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0952245', 'longitude': '5.1275938'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_nj2m9n71twxpsgsjfwa3_172969053989680.png?generation=1729690539145750&amp;alt=media'}",52.0952245,5.1275938,
TrainMore Janskerkhof,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Drift 9,https://urbansportsclub.com//en/venues/trainmore-janskerkhof,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'TrainMore Janskerkhof', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3512 BR', 'streetAddress': 'Drift 9'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0932977', 'longitude': '5.1234992'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_yy6rwkzywhd31fulyjso_1726739822160446.png?generation=1726739822271625&amp;alt=media'}",52.0932977,5.1234992,
